birthdate	mail	company	name	user_id	ssn	blood_group	current_location	registration	job	username	residence	station_ID
	luizasiqueira@ig.com.br	Lopes Jesus Ltda.	Lucas Gabriel Caldeira	420	26148970511	O+	(Decimal('25.832090'), Decimal('137.980128'))	09/12/2024, 00:00:00		rezendemarcos-vinicius		192
1925-03-10	paffrathfriedhilde@hotmail.de	Mielcarek	Herr Michel Flantz B.Eng.	1570	527-49-8394	A+	(Decimal('-23.087368'), Decimal('78.003533'))	03 Jul 2021	Chemikant	wthies		27
1942-03-16	karl-hans14@aol.de	Hesse Jäkel AG & Co. OHG	Kreszentia Henschel	1589	175-94-5890	A+	(Decimal('-24.399466'), Decimal('-170.142175'))	15 Nov 2022		hamanntraudel		711
1960-11-02	ryohei62@gmail.com	橋本食品合同会社	佐藤 稔	330	488-15-3144	AB-	(Decimal('76.386975'), Decimal('-171.342400'))	01 Jun 2022		mai33		373
2014-08-10	roskothernestine@yahoo.de	Dörr GmbH	Dipl.-Ing. Ehrhard Hentschel B.Eng.	902	457-94-3097	AB-	(Decimal('26.5887965'), Decimal('31.632162'))	10/16/2018, 00:00:00		preising		339
	momokonakamura@yahoo.com	阿部電気株式会社	山本 拓真	593	256-02-1971	AB+	(Decimal('-40.5168155'), Decimal('178.104016'))	2020/03/27	音楽家	naokiikeda		104
	odietz@aol.de	Metz	Theresa Zänker	30	335-33-4594	AB+	(Decimal('50.011629'), Decimal('-43.991063'))	2019-06-03		heinz-dieterstey		144
1966-05-03	qokamoto@yahoo.com	株式会社鈴木水産	近藤 翼	641	511-89-7683	AB+	(Decimal('-0.202849'), Decimal('128.377435'))	03 Aug 2019		yui36		551
2003-01-30	hroerricht@googlemail.com	Geisel GbR	Gereon Budig B.Eng.	91	036-09-1654	AB+	(Decimal('15.639467'), Decimal('-28.271727'))	07/15/2020, 00:00:00	Arzt	friedlindeweimer		458
	federica12@live.com	Malpighi-Vianello e figli	Sig. Enrico Gentili	296	BCCGRM11P56B655N	AB-	(Decimal('-43.988983'), Decimal('-148.642124'))	2019/12/10		gianpietropiane		573
	lhethur@web.de	Steinberg Birnbaum KGaA	Giuseppe Hering	1055	130-60-2073	A+	(Decimal('-14.4442805'), Decimal('122.969148'))	2022-03-11	Binnenschiffer	margraffriedemann		13
1936-11-06	jennifer69@hotmail.com	Harrison-Moore	Jerry Dixon	906	766-58-0406	A+	(Decimal('55.7173015'), Decimal('-71.310766'))	2021-06-26		sarah79		241
	germanobenedetto@vodafone.it	Pizzo Group	Giovanna Rossetti	693	DRNFBZ00E05H604Y	O+	(Decimal('88.966792'), Decimal('-59.816550'))	2025/09/11	Production assistant, radio	xtotino		225
1961-09-20	naokotakahashi@gmail.com	合同会社佐藤保険	坂本 智也	853	109-94-0338	B+	(Decimal('19.361488'), Decimal('-107.846746'))	17 Jun 2023		pyamaguchi		476
	ebertgero@gmx.de	Wirth GmbH	Ulrich Birnbaum	1580	695-93-2383	AB+	(Decimal('24.6253375'), Decimal('-33.113862'))	12 Jun 2025	Schornsteinfeger	rebecca47		672
1946-01-02	bpanicucci@hotmail.it	Panicucci SPA	Dott. Carolina Guidone	2145	BRLSLT22E56C162H	AB-	(Decimal('56.848911'), Decimal('155.879126'))	09/14/2020, 00:00:00		enzo54		82
	kranznadia@googlemail.com	Werner	Ing. Alexei Grein Groth MBA.	2158	207-28-5250	B-	(Decimal('12.4582675'), Decimal('106.545131'))	24 Oct 2023		ante01		341
	monteirovalentina@hotmail.com	das Neves Pastor - EI	Maria Laura Abreu	1816	02814359606	O+	(Decimal('35.3270305'), Decimal('92.976882'))	06/17/2021, 00:00:00		leonardoaparecida		481
	rmills@yahoo.com	Hunt Group	Michael Berry	1058	899-75-4161	B-	(Decimal('87.7336665'), Decimal('-145.870020'))	10/01/2024, 00:00:00		banderson		16
	xgaiatto@libero.it	Migliaccio s.r.l.	Gianna Bertolucci-Legnante	236	MRGGRM51S69F935P	O+	(Decimal('-66.726468'), Decimal('82.019494'))	2023/02/21	Production designer, theatre/television/film	federigobrunelleschi		617
	msuzuki@hotmail.com	株式会社近藤保険	清水 里佳	1476	539-46-8964	A-	(Decimal('53.6842745'), Decimal('124.873964'))	02 Feb 2023		naokofujita		406
	swatanabe@yahoo.com	合同会社小林通信	山崎 太一	838	861-26-4922	O-	(Decimal('-83.5602645'), Decimal('-74.304225'))	2021-11-11		momoko94		514
	nsantos@uol.com.br	Pacheco	Fernanda Brito	1089	60482571390	B+	(Decimal('59.544426'), Decimal('86.129645'))	2025/06/19		machadojulia		282
	mikewilmsen@gmx.de	Seifert	Anto Girschner	902	143-73-1111	B+	(Decimal('-7.348478'), Decimal('55.223251'))	07/02/2020, 00:00:00		ullrichguelten		558
2005-02-09	yandrade@uol.com.br	Cavalcanti	Gael Henrique Abreu	1184	94012638505	AB+	(Decimal('-60.043731'), Decimal('171.244340'))	2023-01-20		cferreira		718
	maayaokada@yahoo.com	松本鉱業有限会社	後藤 あすか	1395	320-29-0871	O-	(Decimal('-38.2936665'), Decimal('-154.526483'))	16 Oct 2023		atsushi34		0
	uloeffler@gmx.de	Kramer GmbH & Co. KG	Ferenc Killer	13	667-96-8709	A-	(Decimal('-72.656899'), Decimal('29.839641'))	10/20/2021, 00:00:00		bertoldwieloch		517
	tanakakaori@hotmail.com	有限会社伊藤鉱業	藤田 真綾	1014	056-82-6284	O+	(Decimal('66.892405'), Decimal('-162.918771'))	2021/02/01	公認会計士	tito		668
2019-03-28	sousalarissa@bol.com.br	Aparecida S.A.	André Leão	1386	19824506306	O-	(Decimal('-39.987565'), Decimal('-145.337015'))	27 Apr 2022	Cumim	livia82		153
1974-03-05	barrosapollo@ig.com.br	Vargas - EI	Raul Casa Grande	300	43256019706	O+	(Decimal('-20.607052'), Decimal('78.327504'))	2021-05-21	Cientista social	manuela13		385
	sigmar21@hotmail.de	Vollbrecht Schmiedt GmbH & Co. KG	Carmen Schleich B.A.	1098	868-68-4800	A-	(Decimal('-5.4209635'), Decimal('-45.637356'))	2022/11/24	Chirurgiemechaniker	reinhardtluisa		596
	kbossi@libero.it	Guicciardini SPA	Allegra Zacco-Polani	620	LFRGDU01M62H789E	AB+	(Decimal('55.002731'), Decimal('-83.773071'))	21 Mar 2020		ferranteclaudia		370
	byamazaki@gmail.com	森印刷有限会社	佐藤 明美	136	767-21-4877	A+	(Decimal('-26.3156945'), Decimal('-126.848831'))	2024/02/04		naoki65		354
1918-12-26	francesco37@fastwebnet.it	Donati-Nonis SPA	Gianmarco Fabbri	413	CSTDRN50P19I079G	AB-	(Decimal('43.5130775'), Decimal('-114.646782'))	12/02/2023, 00:00:00	Museum/gallery exhibitions officer	wgrimani		175
	yuki49@hotmail.com	山本情報株式会社	山口 陽子	454	400-86-1199	A+	(Decimal('-76.5290925'), Decimal('43.682559'))	06 Feb 2025		ktakahashi		181
1989-04-01	claytonharvey@gmail.com	Chandler-Arnold	Tony Garcia	963	083-07-9498	A-	(Decimal('70.6764545'), Decimal('-46.489406'))	09/25/2022, 00:00:00		mary15		662
	jose-miguelsilva@gmail.com	Andrade	Isabelly Pimenta	728	95360742810	A-	(Decimal('27.7651075'), Decimal('-160.811537'))	17 Jun 2023		fariasluigi		557
	uconte@yahoo.com	Buscetta SPA	Donna Bertolucci	1122	LNESTN77E31A418G	O-	(Decimal('2.010193'), Decimal('26.602277'))	28 Mar 2022	Commissioning editor	tonino75		502
1957-01-19	lauraguerrero@hotmail.com	Acosta-Gonzalez	Adam King	1461	775-25-2956	B-	(Decimal('71.525891'), Decimal('169.844104'))	12/03/2021, 00:00:00		nhayes		232
	idaschaaf@yahoo.de	Schmiedt	Univ.Prof. Zofia Rose B.A.	863	049-85-2610	O+	(Decimal('-27.5459195'), Decimal('-77.904364'))	03/31/2020, 00:00:00		melittaring		455
1996-09-11	freditschentscher@hotmail.de	Geisel	Dr. Hülya Stahr B.A.	1384	228-24-0284	O+	(Decimal('-62.7427325'), Decimal('161.798365'))	2022/10/31	Asphaltbauer	kai-uwekraushaar		422
1932-03-27	hiroshiyamaguchi@yahoo.com	長谷川運輸合同会社	佐藤 健一	1968	582-87-9708	O-	(Decimal('-5.6568355'), Decimal('130.718112'))	2022-03-20		kyosuke21		324
	aragaoalice@ig.com.br	Leão S/A	Alexia Porto	1749	82640379500	B-	(Decimal('31.214688'), Decimal('-110.031903'))	2020-10-11		thiagolopes		214
1915-11-25	jinoue@hotmail.com	池田電気合同会社	西村 春香	1002	121-21-1642	A-	(Decimal('-28.641534'), Decimal('-36.828605'))	2020/07/30		taroendo		464
1979-08-16	helenlehmann@web.de	Gehringer AG	Kunigunda Blümel	1290	736-59-3015	AB-	(Decimal('1.605827'), Decimal('-144.324210'))	2022-04-24		schachtandree		272
	petarriehl@gmx.de	Beer Stiftung & Co. KGaA	Sigismund Kranz	1685	858-86-3515	A+	(Decimal('-32.5030365'), Decimal('-12.852115'))	05/11/2021, 00:00:00		zspeer		343
	luiz-felipemoura@gmail.com	Duarte - EI	Nicole Peixoto	2017	60795231407	B+	(Decimal('-53.870305'), Decimal('-5.177002'))	2020-06-18		eloa07		641
	metzlouis@googlemail.com	Bauer Sölzer GbR	Jan-Peter Peukert	1528	972-80-1155	O-	(Decimal('78.2432415'), Decimal('36.600519'))	2023-03-30	Forstwirt	rizatrupp		255
	bobbymccormick@yahoo.com	Moore Inc	Kathryn Russell	969	848-57-7758	B+	(Decimal('-88.7584745'), Decimal('-136.257318'))	12/15/2021, 00:00:00		anthony79		131
1960-12-08	hiroshi41@yahoo.com	小林情報合同会社	三浦 亮介	2091	614-77-1478	B+	(Decimal('-50.0709005'), Decimal('-119.466426'))	30 Mar 2020		katotaichi		211
2012-05-21	rmisicher@web.de	Drubin GbR	Goran Zorbach B.A.	1881	832-42-6714	O-	(Decimal('0.818096'), Decimal('-88.713685'))	26 Sep 2020		wschwital		348
1943-07-06	busoniirma@outlook.com	Donati-Cagnotto e figli	Dott. Alberico Surian	1922	RZZPLM86A11C760K	B-	(Decimal('-10.2476875'), Decimal('-6.706750'))	2022-01-16		nbellucci		68
1960-07-16	ywhitaker@yahoo.com	Diaz, Bonilla and Kemp	Mr. Richard Luna	203	200-90-8231	A-	(Decimal('59.7221275'), Decimal('-115.170715'))	05 Jan 2025		reedderek		497
1942-09-14	fabriziabragaglia@hotmail.it	Pezzali Group	Martina Morlacchi	31	BLBRFL75S25H815L	A-		2019-09-26	Catering manager	pizzettimaura		62
	joao-pedropastor@uol.com.br	Viana S/A	Mathias Araújo	293	32791850686	AB-	(Decimal('-84.079433'), Decimal('-147.348138'))	2019-12-29		ravi-lucca69		115
	zgrimani@tele2.it	Trentini-Manunta e figli	Dott. Tatiana Forza	747	CPPTRS14H11D841M	A-	(Decimal('-32.031590'), Decimal('-51.173528'))	31 Aug 2025		hugo81		93
	kyoshida@gmail.com	岡本銀行合同会社	伊藤 智也	660	379-31-6783	AB+	(Decimal('-49.094613'), Decimal('-31.626847'))	2023/12/26		atsushi47		335
1931-08-18	duartediogo@ig.com.br	Vargas	Letícia Moraes	914	03819542779	A-	(Decimal('-63.4338605'), Decimal('-109.256370'))	24 Sep 2022	Polidor de produção	yalmeida		88
1987-12-30	marconiadelasia@tim.it	Sismondi-Gabbana s.r.l.	Angelica Magrassi	815	TRZDRN71D19M048F	A-	(Decimal('-58.083462'), Decimal('-150.893123'))	2023/10/07		temistocle51		637
	kanakobayashi@yahoo.com	小林食品有限会社	前田 真綾	1054	414-18-1890	AB-	(Decimal('22.3265225'), Decimal('60.853065'))	2019-03-29		ryohei93		358
	garcialavinia@bol.com.br	Sampaio Ltda.	Sr. José Barros	1704	50837642965	B+	(Decimal('81.0296485'), Decimal('37.093239'))	2024/05/26	Veterinário	wrocha		680
	chayes@hotmail.com	Mccormick, Taylor and Smith	Anthony Copeland	1439	679-33-5478	AB-	(Decimal('-1.5134735'), Decimal('83.776965'))	2019-07-06	Acupuncturist	anna14		640
1994-01-27	mduarte@ig.com.br	das Neves	Asafe Cavalcanti	367	84517639010	AB+	(Decimal('38.927397'), Decimal('-144.830332'))	12 Jun 2025		camargoana-clara		531
2024-02-17	monika38@googlemail.com	Seidel	Almuth Förster	1313	062-35-6557	A+	(Decimal('84.400223'), Decimal('53.137837'))	2019-10-05		fschottin		712
1991-09-03	guidogeisler@gmail.com	Dörr KG	Jens Mosemann B.Sc.	1554	403-85-5511	O+	(Decimal('-81.1405305'), Decimal('-145.910806'))	19 Apr 2021		tschentscherdusan		247
	maedashohei@gmail.com	佐々木鉱業有限会社	青木 加奈	490	818-21-7434	B-	(Decimal('-21.9220795'), Decimal('-17.918809'))	07/13/2024, 00:00:00		minoru70		5
	qota@gmail.com	有限会社田中情報	佐藤 知実	293	712-76-1381	B-	(Decimal('85.7962915'), Decimal('27.975052'))	17 Sep 2019		shoheinakamura		524
	valentinada-cunha@gmail.com	Costa	Sofia Castro	1758	86074531900	AB+	(Decimal('-12.609927'), Decimal('-65.351200'))	2019/02/01		nvargas		210
1960-03-09	tvollbrecht@web.de	Jäkel	Mariusz Schinke B.Sc.	1327	056-69-1187	B-	(Decimal('38.033380'), Decimal('55.679745'))	05/01/2019, 00:00:00		ursel89		267
1913-05-17	stephany11@yahoo.com.br	Costa	Pedro Henrique Cardoso	31	43897125005	B-	(Decimal('12.789285'), Decimal('-77.555975'))	2024/06/23		daviguerra		205
1996-06-17	girolamocolletti@yahoo.com	Borrani-Ceci Group	Costantino Salata	1119	BNDCRN09D13L105O	A-	(Decimal('-2.7615615'), Decimal('-27.371750'))	2019-11-18		evangelista98		284
	ugregori@libero.it	Zoppetto-Cappelli SPA	Michelotto Papetti	819	CRQLLR76H25L073L	O-	(Decimal('60.145065'), Decimal('56.194809'))	03/06/2024, 00:00:00	Museum/gallery curator	ytraetta		157
1960-06-28	whitesavannah@gmail.com	Hines-Hansen	Ricky Holmes	423	158-16-0564	A+	(Decimal('57.6838265'), Decimal('151.032394'))	30 Apr 2022		samuelbarry		518
1981-05-10	caldeiravinicius@bol.com.br	Fogaça	Sra. Melissa Abreu	1108	78923165077	O+	(Decimal('88.6654575'), Decimal('55.957034'))	12/03/2024, 00:00:00		dda-rosa		357
1955-11-14	vargasolivia@hotmail.com	Albuquerque Alves S/A	Letícia Câmara	544	67318045253	B+	(Decimal('-23.7198095'), Decimal('-6.764995'))	2022-06-16		moraesgael		547
2005-04-22	colton42@hotmail.com	Johnson, Lewis and Browning	Keith Barnes	1318	349-10-3368	AB-	(Decimal('28.2176585'), Decimal('120.980073'))	2021/12/10		daniel27		701
1946-05-06	anicaaumann@gmail.com	Möchlichen Thies AG	Mahmoud Adolph	2144	129-03-3974	A+	(Decimal('3.4714305'), Decimal('6.325825'))	05/26/2021, 00:00:00		lillymielcarek		489
1998-10-05	kai-uwedussen-van@web.de	Harloff Stolze KG	Vesna Söding B.Sc.	759	239-65-9204	A+	(Decimal('81.275431'), Decimal('120.587350'))	2024-08-24		svenja41		226
1942-05-28	clarissa46@web.de	Holsten AG	Hanspeter Pölitz	1001	257-73-4586	O+	(Decimal('65.510681'), Decimal('-166.137108'))	11 Sep 2024	Chemikant	gudeviktor		151
1937-11-18	jeremy05@yahoo.com	Owen-Walker	Jasmine Rowland DDS	1613	428-47-2116	B+	(Decimal('26.8443905'), Decimal('-159.641121'))	2023-10-03		jessica35		400
1982-05-26	reevesdevin@gmail.com	Stein-Brooks	Deborah Knight	1429	731-77-2982	AB+	(Decimal('46.3416665'), Decimal('-129.640614'))	06 Aug 2023		santiagodavid		264
1976-02-08	melina92@libero.it	Manzoni-Iacobucci s.r.l.	Telemaco Donarelli-Galvani	1826	PSNRSO85D14C128S	AB-	(Decimal('-40.182097'), Decimal('-43.220388'))	2020-06-16	Lobbyist	cesarevittadello		182
	qbarth@aol.de	Bauer GmbH & Co. KG	Otto Schuster	375	532-77-5106	A-	(Decimal('-80.670925'), Decimal('152.765258'))	2022-02-01		skarz		397
1943-10-20	liana83@live.com	Pignatti, Migliaccio e Giannelli Group	Sig.ra Vincenza Valier	1022	MNTLVI38P60M041M	O-	(Decimal('1.6995695'), Decimal('-15.503512'))	12 Jan 2019		ipagliaro		573
1986-12-12	bonomomirco@tele2.it	Depero, Maggioli e Giannone s.r.l.	Aldo Pincherle	1862	RMNMME15R21E456S	AB-	(Decimal('-5.842854'), Decimal('22.229278'))	05 Sep 2024	Orthoptist	morandiraffaele		318
	leeelizabeth@gmail.com	Davis, Gray and Beck	Larry Gallegos	667	799-69-9642	B-	(Decimal('-49.912927'), Decimal('-70.429181'))	11/16/2019, 00:00:00		anthonymaldonado		294
	hcorbo@live.com	Fallaci, Pucci e Bersani e figli	Graziano Porzio	1928	GVNGNI69S63E894Y	B+	(Decimal('7.970483'), Decimal('68.322763'))	12 Feb 2024		jolanda11		470
	carolyn74@yahoo.com	Donovan, Fox and Reed	Patricia Collins	1902	451-71-9256	O+	(Decimal('41.131292'), Decimal('149.365139'))	08/04/2023, 00:00:00		jessicakelly		721
1994-10-06	snakajima@gmail.com	株式会社佐藤運輸	岡本 幹	268	796-26-9973	O-	(Decimal('74.439400'), Decimal('97.774637'))	2024-11-23		atsushi54		716
	aurora69@uol.com.br	Carvalho	Ian Sampaio	512	93751042652	A+	(Decimal('-78.6434995'), Decimal('48.050145'))	13 Sep 2019		da-cunhahelena		18
1984-05-02	petersonamy@gmail.com	Navarro Ltd	Matthew Mueller	1679	639-73-9255	AB-	(Decimal('-89.7547345'), Decimal('-13.853888'))	07/25/2022, 00:00:00		lisathompson		438
	edwardrichardson@gmail.com	Warner LLC	David Fuentes	969	648-85-6122	AB-	(Decimal('-28.2392895'), Decimal('-17.134592'))	11 Jul 2023	Minerals surveyor	joannafox		637
	barbarigoserena@live.com	Petrucelli Group	Fiorino Anguillara	342	FVTMDA47S65I035J	B+	(Decimal('-31.768187'), Decimal('-15.515436'))	03 Mar 2025		silvia14		412
1957-04-24	underwoodlaura@hotmail.com	Kidd-Greene	Martin Goodman	1739	355-37-2872	A-	(Decimal('16.738259'), Decimal('49.562715'))	2024-02-12		leeanne		683
	yamadamai@gmail.com	株式会社鈴木食品	田中 亮介	634	221-93-2022	B-	(Decimal('82.3900155'), Decimal('-25.095539'))	17 Nov 2019	モデル	nsuzuki		314
	freyajaehn@yahoo.de	Kostolzin Dussen van KG	Ing. Hans-Dieter Barth MBA.	467	688-90-2169	O+	(Decimal('-82.398039'), Decimal('-65.139183'))	2023/01/03		xpaertzelt		368
	mzimmer@googlemail.com	Scheel GmbH & Co. OHG	Jeannine Mende-Schlosser	1892	785-56-8283	AB-	(Decimal('26.822747'), Decimal('124.065149'))	2019/03/17		gertzsaban		576
	maria-liz43@yahoo.com.br	Almeida da Cunha - ME	José Miguel Fonseca	1602	04581672902	AB+	(Decimal('-86.9349955'), Decimal('-164.498222'))	2020/08/28	Empacotador	jcarvalho		695
1927-12-25	ybenedetti@vodafone.it	Gianinazzi, Nicolini e Zaccardo SPA	Dott. Tina Fantozzi	1232	MRGDIA14S14H633A	O+	(Decimal('-65.8383455'), Decimal('111.000622'))	2025-08-20	Marketing executive	cinfantino		250
1922-03-05	jaragao@yahoo.com.br	Sampaio	Dr. Isaque Cavalcante	25	64809275167	B+	(Decimal('-86.419041'), Decimal('113.700692'))	02 Aug 2020		esampaio		163
	alicecavalcante@gmail.com	Pinto - ME	Benjamin Viana	1135	09213587686	B+		2019/11/25		maria-eduarda62		571
1912-01-26	kanainoue@hotmail.com	合同会社渡辺ガス	小川 あすか	993	629-23-4852	AB-	(Decimal('-6.9355005'), Decimal('-83.287891'))	2023-12-01		ishikawaminoru		220
1932-01-02	toniguinizzelli@alice.it	Filippini SPA	Renata Petrucci	1542	MNCFRZ36H61H152X	O-	(Decimal('52.1718555'), Decimal('-67.387409'))	2022-01-10		soniabernardi		110
	klotzleni@aol.de	Junitz GmbH	Riza Sontag-Junck	397	205-03-2965	O-	(Decimal('-36.2274775'), Decimal('75.335971'))	03/06/2019, 00:00:00	Elektroniker	gschinke		42
1995-07-05	kcardenas@yahoo.com	Lee-Davenport	Eric Mills	18	447-35-1930	AB+	(Decimal('-24.056644'), Decimal('-107.654178'))	21 Jan 2025		laura05		711
	anettefechner@googlemail.com	Jessel	Prof. Hans-Günter Mühle	1592	617-17-9623	AB+		2020-10-22		dsontag		337
	uda-rosa@yahoo.com.br	Cirino	Ian Novaes	769	37425186900	B-	(Decimal('25.126134'), Decimal('128.414181'))	01 Jul 2025		mmoraes		143
1976-01-15	ottovincent@gmx.de	Kitzmann	Jessika Lorch	1801	480-88-3831	A+	(Decimal('-48.7982795'), Decimal('-154.691449'))	24 Jan 2023		hannah32		302
	davidwilkinson@yahoo.com	Alvarez, Thomas and Wright	Dennis Dalton	1603	059-89-1734	B+	(Decimal('3.976424'), Decimal('-160.064939'))	28 Dec 2020	Hospital doctor	lsharp		452
	fernandosantos@uol.com.br	Andrade Jesus e Filhos	Cecília Aparecida	2034	12430578662	B-	(Decimal('9.2906995'), Decimal('-121.834502'))	2024-04-04	Designer de interiores	lunavasconcelos		557
	psato@yahoo.com	伊藤ガス有限会社	鈴木 結衣	1312	650-83-5651	O-	(Decimal('-73.384716'), Decimal('31.118482'))	2022-04-11		tsubasa75		367
1942-09-05	takahashisayuri@gmail.com	斎藤通信有限会社	橋本 裕樹	920	360-90-6146	B+	(Decimal('76.3348805'), Decimal('119.078642'))	2024/04/22		ishiimai		344
	kpederiva@libero.it	Montessori-Spinelli e figli	Luciana Florio	1660	CMPGRG72A09F423A	B-	(Decimal('-21.0239875'), Decimal('88.142184'))	01/13/2025, 00:00:00	Geologist, wellsite	edepero		505
1943-04-27	luarasantos@bol.com.br	Barros	Sr. Luiz Gustavo Brito	961	90231854714	O-		2023-02-05		bruna66		548
1983-09-08	benitomurri@tiscali.it	Calarco-Giannini e figli	Dott. Giorgia Bersani	765	MRNRCT46M53F084I	B+	(Decimal('-48.748472'), Decimal('3.964823'))	2023-11-19		pinamorabito		385
	celal27@hotmail.de	Patberg AG	Hans-Christian Dippel B.Eng.	450	050-52-6389	AB+	(Decimal('-11.9648705'), Decimal('151.941089'))	18 Jan 2023		akeudel		346
1953-07-21	oaumann@gmail.com	Lehmann	Lia Riehl	256	640-56-1792	A+	(Decimal('-40.2874675'), Decimal('-178.729036'))	2023-10-12		witold44		720
	isabel85@uol.com.br	Dias	Maria Luísa Siqueira	214	25714609867	AB+	(Decimal('-48.5607955'), Decimal('-72.959555'))	05/18/2025, 00:00:00	Geólogo	ana-luizasampaio		104
2010-12-11	stevenroman@yahoo.com	Torres-Sullivan	John Montoya	1025	889-11-0712	B-	(Decimal('33.038484'), Decimal('21.444584'))	01/28/2023, 00:00:00	Civil engineer, contracting	matthew35		374
	yumiko26@hotmail.com	株式会社森運輸	石川 美加子	1415	165-01-4526	A-	(Decimal('-50.8626855'), Decimal('-68.233573'))	18 Oct 2019		oyamada		719
2022-06-11	ricky80@hotmail.com	Marshall-Pratt	Arthur Arnold	2148	632-97-4174	AB-	(Decimal('56.933371'), Decimal('121.430319'))	2019/11/28		lrobinson		615
	jnascimento@bol.com.br	Andrade Ltda.	Bianca da Rosa	1050	18342596060	O+	(Decimal('-89.9402425'), Decimal('52.755057'))	2022/12/31		joao-guilhermecarvalho		709
2017-01-17	jennifermyers@hotmail.com	Harper Group	Jeffrey Bender	776	793-58-5210	O+	(Decimal('-43.150845'), Decimal('-34.103160'))	05/26/2019, 00:00:00		vlawrence		640
	gebhard13@aol.de	Hänel Ritter GmbH & Co. KGaA	Karla Fischer	1583	004-26-6721	AB+	(Decimal('50.927767'), Decimal('112.726848'))	2022-01-25	Designer	troestblanka		658
2018-12-19	jonesmelissa@yahoo.com	Weber-Smith	Melissa Martinez	1348	619-63-6443	O-	(Decimal('6.1712775'), Decimal('-34.218737'))	06/13/2023, 00:00:00		williamberg		5
2013-08-05	calebe39@ig.com.br	Silva	Fernanda Câmara	900	08631452998	A-	(Decimal('32.1320945'), Decimal('135.821192'))	2022/11/22	Economista doméstico	xmonteiro		102
	delfinovidoni@libero.it	Stein, Carpaccio e Bartoli SPA	Martina Orsini	236	GNSMLA44C30E313T	AB-	(Decimal('66.603514'), Decimal('-69.521116'))	2022-05-27	Commercial horticulturist	antonellovisintini		564
2019-03-03	cavalcantevitor-gabriel@hotmail.com	Gonçalves	Felipe Aragão	333	51968273409	A-	(Decimal('3.1187435'), Decimal('11.557799'))	2024-10-26	Assistente social	lucassales		518
